DEPTH,CKHL_SM,CPOR_SM,CALI,CT,DRHO,GR,MSFL,NPHI,PHIT,RHOB,RT,SWT,CT_missing,RT_missing,SWT_missing,Source,Zone,DT,PEF,MSFL_missing_source,DT_missing_source,PEF_missing_source
0.0,14.110595979546392,0.2776659355379082,7.678471813809498,0.9671741640588397,0.02688104713261308,106.3843479115798,3.527278084421354,0.19799567706762172,0.2886961009341751,2.073275518368803,,0.06447861179206271,0,1,0,D,0,54.37375771696156,1.2217046129438816,0,0,0
0.0,10.076503929276178,0.1704411007206567,5.684493016090709,0.0017706262442075795,0.03793862926794145,61.16560959948608,869.2814723815213,0.262625503843921,0.04223557635480053,2.723093201456847,657.5470048539271,0.46013423540160703,0,0,0,E,0,78.29783961184263,,0,0,1
5.862632495666939,9.157798403801603,0.30475133437164237,19.984517648095917,0.0012302057980521273,-0.0982785513041029,20.92638065793096,3.1770158170410077,0.10783398618808702,0.2604079437014025,2.0115779432398395,99.24714295992553,0.20850292801604553,0,0,0,E,0,63.77806328982813,,0,0,1
0.0,12.256679988012275,0.2531577692989964,17.755786292442103,0.04961663661615691,0.1881723346987586,50.53902715531628,1.5605674262264768,0.022910086710707198,0.048173284896436776,2.4146359499442314,111.83851990614534,0.9676985979824018,0,0,0,A,0,69.06581259838416,2.6521183420633156,0,0,0
4.723444449423241,12.263280275029762,0.060136751324047846,7.5963087518463865,0.06090848770761175,-0.1686251403500718,35.00575480734948,1160.5968549132435,0.16771447099807102,0.030888968967467137,2.8938263301157785,98.66238436716026,0.10791794730905191,0,0,0,A,0,72.24532493040647,5.944946805500247,0,0,0
11.157165710110212,17.185662129394988,0.3421991525237619,9.26160778173985,0.4268377030636727,-0.06790264524706974,49.21173306111296,6.766082349013551,0.42198956064318166,0.2771601620463752,2.1089690536584134,103.95866126462235,0.5980551753640352,0,0,0,E,0,111.83366390543789,,0,0,1
17.98686138825849,14.052931699664438,0.2735647046369129,21.497263188355944,0.003894870468684667,0.17433434357366467,32.25325325965748,1156.8211445090599,0.06389701332690266,0.33391417276961544,2.151368676905498,194.75536110276286,0.4818472358468181,0,0,0,E,0,57.67492731544489,,0,0,1
0.0,6.544266716736758,0.28154057768862517,16.747320761664113,2.647089856012699,-0.15467862169700375,16.85176785873696,663.6933431380537,0.28791950601762584,0.06353659629174664,2.550464911395216,95.62701708154229,0.5780844969983808,0,0,0,B,0,66.38565421793399,5.952552049678033,0,0,0
8.178924439579822,25.626522225377652,0.07099636245617467,14.989396075848845,0.008683387385609156,0.1606870681638375,32.61426440436194,15.236597537612978,-0.02507822798272931,0.02965944318641789,2.9298540715953396,434.6414070500448,0.956492850706147,0,0,0,A,0,50.12060902704441,5.1504532186414,0,0,0
0.0,12.817042368694944,0.17412350012658145,9.537312737634347,0.10237780359357317,-0.21046541131602214,135.86355477447643,6.932288741189577,0.3090498926334642,0.35460915767681755,2.335835748285594,34.16005362365378,0.3412818778164861,0,0,0,F,0,,,0,1,1
3.914941478921045,10.84023161447775,0.14865536775442598,9.3842525949974,1.431609046303621,-0.005385466405004979,12.783251366479309,0.71105272901924,0.06921859340074653,0.05288373479634756,2.5986450927772067,5.05571857536085,0.7487663732110786,0,0,0,D,0,134.1241743360522,3.9553030209471354,0,0,0
9.974369603383572,8.645975378275867,0.32656479643155256,4.711425136424149,0.06205295079735492,-0.2123346687771483,48.713496563285176,1.1574330632672298,0.17575853011466624,0.014034437497494869,2.102317062781634,14.737325724317579,0.4474664771755136,0,0,0,D,0,78.01089826833373,3.9042881834147476,0,0,0
0.0,32.80880547472362,0.23603683842581263,17.112673604234764,0.5166539852113639,0.08895179253075713,79.2674841753953,,0.13387655029738704,0.2884217475065956,2.5913971332643024,11.53373911604632,0.6607616147255355,0,0,0,G,0,,,1,1,1
6.898288225806815,37.48945470269397,0.2932837162466656,4.777154051023921,0.4955355380137409,0.14530074452780012,53.176898426753525,15.221083593655978,0.00642017165867774,0.3390862216381372,2.202662064954893,4.276172487469542,0.3656575463045776,0,0,0,F,0,,,0,1,1
23.707636542712276,30.773747494969193,0.17189254362474593,4.087432079991022,0.722861326522979,0.17492927412340142,77.64106425283309,6.1586247832920336,0.12279097625588785,0.20578933658569054,2.563287607491331,9.181264217882212,0.22712220525231563,0,0,0,E,0,84.95996843120315,,0,0,1
9.422792239099573,10.647345315594006,0.10271639097112858,17.130911581497624,0.8773301704172689,0.24063112537199438,6.513009035153095,318.1026560348702,0.1250624791465928,0.21597009763751515,2.0386612080836093,6.9338908797557455,0.08361635937751744,0,0,0,F,0,,,0,1,1
5.260830535998694,15.071771727959177,0.2074671318450671,21.079727628684257,0.01857042288585452,0.08600786114979342,97.28544500465667,,0.2110528195148758,0.13474420509095145,2.4749690217053293,0.5566614141352615,0.10175125132087781,0,0,0,G,0,,,1,1,1
14.418848752095503,25.425135079353613,0.0504215219533361,17.61705485909159,0.014229674795316234,0.13453095692001016,84.52182023340903,9.979500360700197,0.4361757664699937,0.09538527954649303,2.1874049946732406,419.99024173846675,0.9594303187635166,0,0,0,D,0,126.48864992094799,4.938971934575715,0,0,0
3.21211349244154,12.552274588487734,0.2948419750376262,12.489523431238815,0.818393940228538,0.002879139160664679,102.14493987820373,0.6192409807684203,0.18500876125531518,0.30209282807023446,2.6317087033294135,212.27210205444976,0.7884566196747949,0,0,0,B,0,88.52084516001861,2.7930438739677506,0,0,0
